LAT,LONG,OBJECTID,PROVINCE,DISTRICT,SECTOR,CELL,VILLAGE,NAME,TYPE,SOURCE,CAPTURE
-2.1855,30.095805556,1,EAST,BUGESERA,NYAMATA,KANAZI,MUSAGARA,E.P GITWE,Primary,Ministry of education,2015
-2.140555556,30.080583333,2,EAST,BUGESERA,NYAMATA,NYAMATA VILLE,NYABIVUMU,NYAMATA,Primary,Ministry of education,2015
-2.143805556,30.086638889,3,EAST,BUGESERA,NYAMATA,NYAMATA VILLE,NYAMATA VILLE,ESPOIR DE LA VENIR PRIMARY,Primary,Ministry of education,2015
-2.171333333,30.068916667,4,EAST,BUGESERA,NYAMATA,KANAZI,NYARUGATE II,E.P KANIZI,Primary,Ministry of education,2015
-2.104166667,30.109027777,5,EAST,BUGESERA,NYAMATA,KAYUMBA,KARAMBI,E.P KARAMBI,Primary,Ministry of education,2015
-2.148861111,30.093194445,6,EAST,BUGESERA,NYAMATA,NYAMATA VILLE,NYAMATA I,HIGHLAND,Primary,Ministry of education,2015
-2.1705,30.2135,7,EAST,BUGESERA,RILIMA,NTARAMA,GASEKE,E.P GASEKE,Primary,Ministry of education,2015
-2.147777778,30.175388888,8,EAST,BUGESERA,RILIMA,KARERA,RWANKOMATI,KARERA,Primary,Ministry of education,2015
-2.180083333,30.175833333,9,EAST,BUGESERA,RILIMA,KABEZA,KALILISI,E.P KALILISI,Primary,Ministry of education,2015
-2.269583333,29.982222222,10,EAST,BUGESERA,SHYARA,KABAGUGU,RWAMANYONI,E.P RWAMANYONI,Primary,Ministry of education,2015
-2.242277778,30.000555556,11,EAST,BUGESERA,SHYARA,KAMABUYE,GAKONI,E.P NYABAGUMA ,Primary,Ministry of education,2015
-2.222027778,30.085666667,12,EAST,BUGESERA,MUSENYI,NYAGIHUNIKA,GITAGATA,E.P GITAGATA,Primary,Ministry of education,2015
-2.078083333,30.092361111,13,EAST,BUGESERA,NTARAMA,KANZENZE,KABEZA,E.P NYIRARUKOBWA,Primary,Ministry of education,2015
-2.263388889,30.116361111,14,EAST,BUGESERA,NGERUKA,GIHEMBE,RUSAGARA,E.P KAGASA,Primary,Ministry of education,2015
-2.354583333,30.062611111,15,EAST,BUGESERA,NGERUKA,RUTONDE,RUYONZA,E.P KAGANO,Primary,Ministry of education,2015
-2.361888888,30.083305555,16,EAST,BUGESERA,NGERUKA,RUTONDE,AKAJURI,E.P SHAMI,Primary,Ministry of education,2015
-2.322583333,30.119833334,17,EAST,BUGESERA,NGERUKA,NGERUKA,BINYONZWE,E.P NGERUKA,Primary,Ministry of education,2015
-2.259194444,30.040416667,18,EAST,BUGESERA,MAREBA,GAKOMEYE,GITWA,E.P GAKOMEYE,Primary,Ministry of education,2015
-2.2795,30.079555556,19,EAST,BUGESERA,MAREBA,BUSHENYI,MUYANGE,E.P RUKOYOYO,Primary,Ministry of education,2015
-2.229388889,30.15675,20,EAST,BUGESERA,MAYANGE,MBYO,RUGARAMA,E.P MBYO,Primary,Ministry of education,2015
-2.268527778,30.214027778,21,EAST,BUGESERA,GASHORA,RAMIRO,KAGASA 1,E.P.KAGASA,Primary,Ministry of education,2015
-2.20725,30.246805555,22,EAST,BUGESERA,GASHORA,BIRYOGO,KIVUGIZA,E.P.GASHORA,Primary,Ministry of education,2015
-2.278055556,30.295861111,23,EAST,BUGESERA,RWERU,NKANGA,RUZO,E.P RUZO,Primary,Ministry of education,2015
-2.340083333,30.214555556,24,EAST,BUGESERA,RWERU,NEMBA,NEMBA,E.P NEMBA,Primary,Ministry of education,2015
-2.3115,30.22725,25,EAST,BUGESERA,RWERU,NEMBA,KIMVUBU,E.P RWIMINARI,Primary,Ministry of education,2015
-2.322472222,30.086833333,26,EAST,BUGESERA,RUHUHA,KINDAMA,KINDAMA,E.P KINDAMA ADVENTISTE,Primary,Ministry of education,2015
-2.317944445,30.077722222,27,EAST,BUGESERA,RUHUHA,KINDAMA,KAGASERA,E.P MINAZI,Primary,Ministry of education,2015
-2.333333334,30.052111111,28,EAST,BUGESERA,RUHUHA,GATANGA,KIBAZA,E.P CATHOLIQUE BUTERERI,Primary,Ministry of education,2015
-2.326777778,30.036666667,29,EAST,BUGESERA,RUHUHA,BIHARI,BIHARI,E.P RUGARAMA,Primary,Ministry of education,2015
-2.2995,29.987583333,30,EAST,BUGESERA,NYARUGENGE,GIHINGA,NYAGASOZI,E.P KIGARAMA,Primary,Ministry of education,2015
-2.294833333,30.0225,31,EAST,BUGESERA,NYARUGENGE,RUGANDO,NSORO,E.P RUGANDO,Primary,Ministry of education,2015
-2.327861111,30.003333334,32,EAST,BUGESERA,NYARUGENGE,MURAMBI,CYERU,E.P MURAMBI,Primary,Ministry of education,2015
-2.411222222,30.103722223,33,EAST,BUGESERA,KAMABUYE,BURENGE,KARENGE,E.P.MURAMBO,Primary,Ministry of education,2015
-2.374055555,30.112694445,34,EAST,BUGESERA,KAMABUYE,TUNDA,TUNDA,E.P.TUNDA,Primary,Ministry of education,2015
-2.3365,30.139888889,35,EAST,BUGESERA,KAMABUYE,NYAKAYAGA,AKAJE,E.P. MURAGO,Primary,Ministry of education,2015
-2.148666667,30.093444445,36,EAST,BUGESERA,NYAMATA,NYAMATA VILLE,NYAMATA I,ST. THERESE,Primary,Ministry of education,2015
-2.155638888,30.008611111,37,EAST,BUGESERA,MUSENYI,RULINDO,RULINDO,E.P RULINDO,Primary,Ministry of education,2015
-2.219222222,30.048944445,38,EAST,BUGESERA,MUSENYI,NYAGIHUNIKA,KIGUSA,E.P KIGUSA,Primary,Ministry of education,2015
-2.213722222,30.015138889,39,EAST,BUGESERA,MUSENYI,GICACA,CYARUBAZI,E.P GICACA,Primary,Ministry of education,2015
-2.206166666,30.143638889,40,EAST,BUGESERA,MAYANGE,KAGENGE,KARAMA,E.P MAYANGE B,Primary,Ministry of education,2015
-2.178138889,30.154833334,41,EAST,BUGESERA,MAYANGE,GAKAMBA,KARAMBO,E.P MUYENZI,Primary,Ministry of education,2015
-2.312,30.055277778,42,EAST,BUGESERA,RUHUHA,GATANGA,RWANIKA,UMURAGE RIGHT SCHOOL,Primary,Ministry of education,2015
-2.317944444,29.987555555,43,EAST,BUGESERA,NYARUGENGE,NGENDA,NYAGISENYI,E.P NGENDA,Primary,Ministry of education,2015
-2.153638889,30.101083334,44,EAST,BUGESERA,NYAMATA,NYAMATA VILLE,GASENGA I,MARANYUNDO GIRLS,Secondary,Ministry of education,2015
-2.140638889,30.087583333,45,EAST,BUGESERA,NYAMATA,KAYUMBA,RUGARAMA I,E.S APEBU,Secondary,Ministry of education,2015
-2.139027778,30.081888889,46,EAST,BUGESERA,NYAMATA,KAYUMBA,KAYONZA,E.S NYAMATA,Secondary,Ministry of education,2015
-2.154388889,30.097027778,47,EAST,BUGESERA,NYAMATA,NYAMATA VILLE,NYAMATA II,ETO NYAMATA,Secondary,Ministry of education,2015
-2.1635,30.103861111,48,EAST,BUGESERA,NYAMATA,MARANYUNDO,MUYANGE,ESKA,Secondary,Ministry of education,2015
-2.159555555,30.231416667,49,EAST,BUGESERA,RILIMA,KIMARANZARA,AMIZERO,G.S RILIMA,Secondary,Ministry of education,2015
-2.271777778,30.007055555,50,EAST,BUGESERA,SHYARA,RUTARE,RUTARE,G.S GIHINGA,Secondary,Ministry of education,2015
-2.070388889,30.090638889,51,EAST,BUGESERA,NTARAMA,CYUGARO,RUGARAMA,NELSON MANDELA EDUCATION CENTRE,Secondary,Ministry of education,2015
-2.297527777,30.04475,52,EAST,BUGESERA,MAREBA,RANGO,RUSAGARA,G.S RANGO,Secondary,Ministry of education,2015
-2.247138889,30.069638889,53,EAST,BUGESERA,MAREBA,RUGARAMA,RUGARAMA,G.S MAREBA,Secondary,Ministry of education,2015
-2.225416667,30.157138889,54,EAST,BUGESERA,MAYANGE,MBYO,RUGARAMA,E.S KAMABUYE,Secondary,Ministry of education,2015
-2.311777778,30.059805556,55,EAST,BUGESERA,RUHUHA,GATANGA,NYAKAGARAMA,VTC RUHUHA,Secondary,Ministry of education,2015
-2.312833333,30.058194444,56,EAST,BUGESERA,RUHUHA,GATANGA,RWANIKA,APED NGENDA,Secondary,Ministry of education,2015
-2.136944444,30.0915,57,EAST,BUGESERA,NYAMATA,NYAMATA VILLE,RUGARAMA II,G.S NYAMATA EPR,Secondary,Ministry of education,2015
-2.199527778,30.205361111,58,EAST,BUGESERA,RILIMA,NYABAGENDWA,CYOMA,G.S NYABAGENDWA,Secondary,Ministry of education,2015
-2.160194445,30.228,59,EAST,BUGESERA,RILIMA,KIMARANZARA,KIMARANZARA,G.S RIILIMA CATHOLIQUE,Secondary,Ministry of education,2015
-2.205194444,30.070194445,60,EAST,BUGESERA,MUSENYI,NYAGIHUNIKA,RUSHUBI,G.S NYAGIHUNIKA,Secondary,Ministry of education,2015
-2.29275,30.114472222,61,EAST,BUGESERA,NGERUKA,NYAKAYENZI,KARAMA,G.S TWIMPALA,Secondary,Ministry of education,2015
-2.34625,30.1025,62,EAST,BUGESERA,NGERUKA,MURAMA,IKONI,G.S RUTONDE,Secondary,Ministry of education,2015
-2.228305556,30.231833333,63,EAST,BUGESERA,GASHORA,RAMIRO,MUNYINYA,G.S.DIHIRO,Secondary,Ministry of education,2015
-2.248722222,30.24875,64,EAST,BUGESERA,GASHORA,MWENDO,RUHANGA,G.S.MWENDO,Secondary,Ministry of education,2015
-2.352194444,30.26625,65,EAST,BUGESERA,RWERU,KINTAMIBWE,NABURANE,G.S NYIRAGISEKE,Secondary,Ministry of education,2015
-2.310805555,30.059027778,66,EAST,BUGESERA,RUHUHA,RUHUHA,RUHUHA I,G.S RUHUHA,Secondary,Ministry of education,2015
-2.309,30.0065,67,EAST,BUGESERA,NYARUGENGE,NGENDA,KAMABARE,G.S KAMABARE,Secondary,Ministry of education,2015
-2.419583333,30.139388889,68,EAST,BUGESERA,KAMABUYE,BIHARAGU, ,G.S.BIHARAGU,Secondary,Ministry of education,2015
-2.372472222,30.131694444,69,EAST,BUGESERA,KAMABUYE,KAMEKA,SANGANO,G.S.NYAKAYAGA,Secondary,Ministry of education,2015
-2.132611111,30.132138889,70,EAST,BUGESERA,NYAMATA,MURAMA,MURAMA,G.S MURAMA,Secondary,Ministry of education,2015
-2.128944444,30.069666667,71,EAST,BUGESERA,NYAMATA,KAYUMBA,KAYENZI,E.P KAYENZI,Secondary,Ministry of education,2015
-2.147388889,30.092388888,72,EAST,BUGESERA,NYAMATA,NYAMATA VILLE,NYAMATA I,"Pre-primary,Secondary",Secondary,Ministry of education,2015
-2.1595,30.100472222,73,EAST,BUGESERA,NYAMATA,MARANYUNDO,MUYANGE,G.S MARANYUNDO,Secondary,Ministry of education,2015
-2.184583334,30.025,74,EAST,BUGESERA,MUSENYI,MUSENYI,CYERU,G.S.MUSENYI,Secondary,Ministry of education,2015
-2.109388889,30.066527778,75,EAST,BUGESERA,NTARAMA,CYUGARO,RUGARAMA/RWANGARA(PRIMARY),G.S.NTARAMA,Secondary,Ministry of education,2015
-2.196,30.12125,76,EAST,BUGESERA,MAYANGE,KAGENGE,KIRUHURA,G.S MAYANGE A,Secondary,Ministry of education,2015
-2.306888889,30.258388888,77,EAST,BUGESERA,RWERU,BATIMA,BATIMA,G.S NKANGA,Secondary,Ministry of education,2015
-2.141972223,30.254361111,78,EAST,BUGESERA,MWOGO,KAGASA,RWINTENDERI,G.S KAGASA-MWOGO,Secondary,Ministry of education,2015
-2.232333334,30.176277778,79,EAST,BUGESERA,MAYANGE,MBYO,RWIMIKONI I, ,Pre-Primary,Ministry of education,2015
-2.202666667,30.096277778,80,EAST,BUGESERA,MAYANGE,KIBENGA,MURAMBI,E.P KIBENGA,Pre-Primary,Ministry of education,2015
-2.107972222,30.063694445,81,EAST,BUGESERA,NTARAMA,KIBUNGO,RUHENGERI,G.S KIBUNGO,Secondary,Ministry of education,2015
-1.362,29.879055555,82,NORTH,BURERA,BUTARO,NYAMICUCU,KIRINGA,KIRINGA PRIMARY SCHOOL,Primary,Ministry of education,2015
-1.458194444,29.844916667,83,NORTH,BURERA,BUTARO,GATSIBO,KINDOYI,NYAMIYAGA PRIMARY SCHOOL,Primary,Ministry of education,2015
-1.400083333,29.841666666,84,NORTH,BURERA,BUTARO,GATSIBO,GASEBEYA,GASEBEYA PRIMARY SCHOOL,Primary,Ministry of education,2015
-1.373666667,29.720944444,85,NORTH,BURERA,CYANIKA,NYAGAHINGA,KANYABARANZI,C.S RUKO,Primary,Ministry of education,2015
-1.399111111,29.725805555,86,NORTH,BURERA,CYANIKA,GASIZA,GAHIRIKIRO,C.S GITARAGA,Primary,Ministry of education,2015
-1.345222222,29.72975,87,NORTH,BURERA,CYANIKA,KAMANYANA,RYABITEYI,C.S DE CYANIKA,Primary,Ministry of education,2015
-1.388611111,29.713027778,88,NORTH,BURERA,CYANIKA,KABYINIRO,MUGARAMA,C.S DE MUGARAMA,Primary,Ministry of education,2015
-1.512555555,29.969555556,89,NORTH,BURERA,BUNGWE,TUMBA,KARWEMA,ECOLE PRIMARY TUMBA,Primary,Ministry of education,2015
-1.477,29.967888889,90,NORTH,BURERA,BUNGWE,BUSHENYA,GIFUMBA,BUSHENYA,Primary,Ministry of education,2015
-1.48875,29.972083334,91,NORTH,BURERA,BUNGWE,BUNGWE,NYABYONDO,ECOLE PRIMARY NYABYONDO,Primary,Ministry of education,2015
-1.502583334,29.856361111,92,NORTH,BURERA,RWERERE,GACUNDURA,GACUNDURA,E.P GACUNDURA,Primary,Ministry of education,2015
-1.541944444,29.872861111,93,NORTH,BURERA,RWERERE,RUGALI,MUCACA,E.P RUGALI,Primary,Ministry of education,2015
-1.529722222,29.881944445,94,NORTH,BURERA,RWERERE,RUCONSHO,RUCONSHO,E.P RWERERE,Primary,Ministry of education,2015
-1.509083333,29.775888889,95,NORTH,BURERA,GITOVU,MUSASA,RUHOMBO,G.S  RUHOMBO,Primary,Ministry of education,2015
-1.523583333,29.784361111,96,NORTH,BURERA,GITOVU,MUSASA,KIBUMBIRO,C.S MUSASA,Primary,Ministry of education,2015
-1.490833333,29.797583334,97,NORTH,BURERA,GITOVU,MARIBA,KIBOGA,C.S KIBOGA,Primary,Ministry of education,2015
-1.485027778,29.907166667,98,NORTH,BURERA,KIVUYE,BUKWASHURI,GITOVU,BUHITA I,Primary,Ministry of education,2015
-1.451083333,29.870916667,99,NORTH,BURERA,KIVUYE,MURWA,RUSASA,BUHITA II,Primary,Ministry of education,2015
-1.467361111,29.877694445,100,NORTH,BURERA,KIVUYE,MURWA,GATARE,MURWA,Primary,Ministry of education,2015
-1.409694444,29.884222223,101,NORTH,BURERA,KIVUYE,GASHANJE,RUGARAMBIRO,RUGARAMBIRO,Primary,Ministry of education,2015
-1.544111111,29.799694445,102,NORTH,BURERA,RUGENGABALI,RUKANDABYUMA,RUGANDU,CENTRE SCOLAIRE RUGENDABARE,Primary,Ministry of education,2015
-1.54725,29.814111111,103,NORTH,BURERA,RUGENGABARI,NYANAMO,KAMONYI,CENTRE SCOLAIRE RUSARABUGE,Primary,Ministry of education,2015
-1.439,29.672027778,104,NORTH,BURERA,GAHANGA,GISIZI,KABAGABO,C.S GATETE,Primary,Ministry of education,2015
-1.566472222,29.839305555,105,NORTH,BURERA,NEMBA,RUSHARA,CYAVE,CYAVE PRIMARY SCHOOL,Primary,Ministry of education,2015
-1.557333333,29.861972222,106,NORTH,BURERA,NEMBA,NYAMUGALI,KARYANGO,NEMBA1 PRIMARY SCHOOL,Primary,Ministry of education,2015
-1.571222222,29.866388889,107,NORTH,BURERA,NEMBA,NYAMUGALI,NYAGAHONGO,NEMBA2 PRIMARY SCHOOL,Primary,Ministry of education,2015
-1.579083333,29.881388889,108,NORTH,BURERA,NEMBA,RUBONA,MURANDAMO,RUBONA PRIMARY SCHOOL,Primary,Ministry of education,2015
-1.485333333,29.832138889,109,NORTH,BURERA,RUSARABUYE,NDAGO,NYARUNGU,NYARUNGU PRIMARY SCHOOL,Primary,Ministry of education,2015
-1.451611111,29.829416667,110,NORTH,BURERA,RUSARABUYE,KABONA,RUTUKU,KABONA,Primary,Ministry of education,2015
-1.455444445,29.821916666,111,NORTH,BURERA,RUSARABUYE,KABONA,NTAGARA,BISAYU PRIMARY SCHOOL,Primary,Ministry of education,2015
-1.52025,29.834555556,112,NORTH,BURERA,CYERU,NDONGOZI,KABAGENZA,BYUMBA,Primary,Ministry of education,2015
-1.497444444,29.833694444,113,NORTH,BURERA,CYERU,BUTARE,GATARE,KIRAMBO,Primary,Ministry of education,2015
-1.495472222,29.810444444,114,NORTH,BURERA,CYERU,RUYANGE,BURAMBWA,RUYANGE I,Primary,Ministry of education,2015
-1.420638889,29.746305555,115,NORTH,BURERA,RUGARAMA,RUREMBO,RWINKUBA,BURERA,Primary,Ministry of education,2015
-1.440277777,29.70925,116,NORTH,BURERA,RUGARAMA,KARANGARA,RUKIKO,MAYA I,Primary,Ministry of education,2015
-1.419638889,29.728972222,117,NORTH,BURERA,RUGARAMA,GAFUMBA,RUTAMBA,GAFUMBA,Primary,Ministry of education,2015
-1.420388889,29.7045,118,NORTH,BURERA,RUGARAMA,KARANGARA,GASIZA,KARANGARA,Primary,Ministry of education,2015
-1.416833333,29.71725,119,NORTH,BURERA,RUGARAMA,CYAHI,NGURI,CYAHI,Primary,Ministry of education,2015
-1.376305555,29.779555556,120,NORTH,BURERA,KAGOGO,KABAYA,RUKENKE,C.S SOZI,Primary,Ministry of education,2015
-1.377527778,29.778777777,121,NORTH,BURERA,KAGOGO,KAYENZI,KIYIRA,C.S KAYENZI,Primary,Ministry of education,2015
-1.384666666,29.778861111,122,NORTH,BURERA,KAGOGO,NYAMABUYE,GITARE,C.S GITARE I,Primary,Ministry of education,2015
-1.384361111,29.778444444,123,NORTH,BURERA,KAGOGO,KIRINGA,MUSANGABO,C.S KAGOGO,Primary,Ministry of education,2015
-1.324833333,29.829888889,124,NORTH,BURERA,KINYABABA,RUTOVU,NYABIZI II,C.S NYABIZI,Primary,Ministry of education,2015
-1.515527778,29.942,125,NORTH,BURERA,GATEBE,GABIRO,KAGANO,GATEBE PRIMARY SCHOOL,Primary,Ministry of education,2015
-1.5595,29.934111111,126,NORTH,BURERA,RUHUNDE,GATARE,GASHINGE,ECOLE PRIMARY RUHUNDE,Primary,Ministry of education,2015
-1.585194444,29.915,127,NORTH,BURERA,RUHUNDE,GITOVU,GENDA,ECOLE PRIMARY GITOVU,Primary,Ministry of education,2015
-1.362222222,29.807055556,128,NORTH,BURERA,KINYABABA,MUSASA,MURAMBO,C.S MURAMBO,Primary,Ministry of education,2015
-1.375944444,29.809277778,129,NORTH,BURERA,KINYABABA,KAGANDA, ,C.S KAGANDA,Primary,Ministry of education,2015
-1.401305555,29.845166666,130,NORTH,BURERA,BUTARO,RUSUMO,RUNABA,E.S RUNABA,Secondary,Ministry of education,2015
-1.378861111,29.744638889,131,NORTH,BURERA,CYANIKA,KAYITEGA,KIDEHO,E.S DE KIDEHO,Secondary,Ministry of education,2015
-1.505222223,29.972805556,132,NORTH,BURERA,BUNGWE,BUNGWE,RWERU,G.S APAPEDUC BUNGWE,Secondary,Ministry of education,2015
-1.442611111,29.707361111,133,NORTH,BURERA,GAHUNGA,RWASA,KANYIRAMUSENGO,E.S GAHUNGA,Secondary,Ministry of education,2015
-1.441833333,29.828944444,134,NORTH,BURERA,RUSARABUYE,KABONA,RUTUKU,APADEC BURERA,Secondary,Ministry of education,2015
-1.497333333,29.834166666,135,NORTH,BURERA,CYERU,BUTARE,GATARE,E.S KIRAMBO,Secondary,Ministry of education,2015
-1.509638889,29.843694444,136,NORTH,BURERA,CYERU,BUTARE,BUTARE,ENP/TTC KIRAMBO,Secondary,Ministry of education,2015
-1.422333333,29.723361111,137,NORTH,BURERA,RUGARAMA,GAFUMBA,KABAYA,CEPEM THECHNICAL SCHOOL,Secondary,Ministry of education,2015
-1.394777778,29.757777777,138,NORTH,BURERA,KAGOGO,NYAMABUYE,MUSARARA,G.S GITARE II,Secondary,Ministry of education,2015
-1.387583333,29.762666667,139,NORTH,BURERA,KAGOGO,KIRINGA,MUSANGABO,KAGOGO S.SCHOOL,Secondary,Ministry of education,2015
-1.391361111,29.839722222,140,NORTH,BURERA,BUTARO,NYAMICUCU,BURAMBIRA,G.S NYAMICUCU,Secondary,Ministry of education,2015
-1.401916666,29.861583333,141,NORTH,BURERA,BUTARO,RUSUMO,RUNABA,G.S RUNABA,Secondary,Ministry of education,2015
-1.371972222,29.730416667,142,NORTH,BURERA,CYANIKA,KAGITEGA,KARAMBO,G.S KAGITEGA,Secondary,Ministry of education,2015
-1.388972223,29.737305556,143,NORTH,BURERA,CYANIKA,KABYINIRO,BUTETE,GS  BUTETE,Secondary,Ministry of education,2015
-1.558416667,29.976722222,144,NORTH,BURERA,GATEBE,MUSENDA,KABUGA,G.S RUYANGE II,Secondary,Ministry of education,2015
-1.502527778,29.97375,145,NORTH,BURERA,BUNGWE,BUNGWE,RWERU,G.S REGINA PACIS BUNGWE,Secondary,Ministry of education,2015
-1.497416667,29.863166666,146,NORTH,BURERA,RWERERE,GASHORO,RWERERE,G.S CYAPA,Secondary,Ministry of education,2015
-1.464694445,29.884666667,147,NORTH,BURERA,KIVUYE,GASHANJE,KARAMBO,BUTANDI,Secondary,Ministry of education,2015
-1.492305556,29.930583333,148,NORTH,BURERA,KIVUYE,NYIRATABA,SHANJA,KIVUYE,Secondary,Ministry of education,2015
-1.556722222,29.800138889,149,NORTH,BURERA,RUGENGABALI,MUCACA,RIHIRO,G.S MUCACA,Secondary,Ministry of education,2015
-1.450027778,29.679416667,150,NORTH,BURERA,GAHUNGA,KIDAKAMA,RUSENYI,G.S GAHUNGA,Secondary,Ministry of education,2015
-1.604333333,29.861166666,151,NORTH,BURERA,NEMBA,KIVUMU,MUGANO,G.S MUGANO,Secondary,Ministry of education,2015
-1.605444445,29.883305556,152,NORTH,BURERA,NEMBA,KIVUMU,KIGEYO,G.S KIGEYO,Secondary,Ministry of education,2015
-1.553083333,29.849777777,153,NORTH,BURERA,NEMBA,RUSHARA,MUGOMERO,G.S RUSHARA,Secondary,Ministry of education,2015
-1.463444445,29.838666666,154,NORTH,BURERA,RUSARABUYE,RUHANGA,RUTORO,RUHANGA,Secondary,Ministry of education,2015
-1.465416666,29.809555555,155,NORTH,BURERA,RUSARABUYE,NDAGO,GASEKE,G.S NDAGO,Secondary,Ministry of education,2015
-1.507944445,29.843,156,NORTH,BURERA,CYERU,BUTARE,BUTARE,G.S JEAN DE LA MENNAIS,Secondary,Ministry of education,2015
-1.430638889,29.716777778,157,NORTH,BURERA,RUGARAMA,KARANGARA,MAYA,G.S MAYA II,Secondary,Ministry of education,2015
-1.407055555,29.73625,158,NORTH,BURERA,RUGARAMA,GAFUMBA,RUGARAMA,G.S RUGARAMA,Secondary,Ministry of education,2015
-1.346361111,29.823083333,159,NORTH,BURERA,KINYABABA,RUTOVU,MUSAGA,G.S RUTOVU,Secondary,Ministry of education,2015
-1.378416667,29.809638889,160,NORTH,BURERA,KINYABABA,BUGAMBA,KIRWA,G.S KINYABABA,Secondary,Ministry of education,2015
-1.521722222,29.924055556,161,NORTH,BURERA,GATEBE,RWASA,MURAMBO,G.S RWASA,Secondary,Ministry of education,2015
-1.566805556,29.891777778,162,NORTH,BURERA,RUHUNDE,GASEKE,RUGARAGARA,G.S GASEKE,Secondary,Ministry of education,2015
-1.572444445,29.941333333,163,NORTH,BURERA,RUHUNDE,RUSEKERA,RUSENGE,G.S RUSEKERA,Secondary,Ministry of education,2015
-1.455555556,29.693611111,164,NORTH,BURERA,GAHUNGA,BURAMBA,GASENYI,C.S MUSANZO,Primary,Ministry of education,2015
-1.449305556,29.708,165,NORTH,BURERA,GAHUNGA,RWASA,KABANGA,C.S KABAYA,Primary,Ministry of education,2015
-1.818972222,29.849472222,166,NORTH,GAKENKE,RULI,RULI,BARIZA,E.P RULI,Primary,Ministry of education,2015
-1.580888888,29.773527778,167,NORTH,GAKENKE,KAMUBUGA,MBATABATA,MBATABATA,C.S MBATABATA,Primary,Ministry of education,2015
-1.588305556,29.793138889,168,NORTH,GAKENKE,KAMUBUGA,KAMUBUGA,RUGARI,C.S RUGARI,Primary,Ministry of education,2015
-1.573472222,29.785972222,169,NORTH,GAKENKE,KAMUBUGA,KAMUBUGA,GASEBEYA,G.S KAMUBUGA,Primary,Ministry of education,2015
-1.583611111,29.826444444,170,NORTH,GAKENKE,KAMUBUGA,RUKORE,TABA,C.S RUKORE II,Primary,Ministry of education,2015
-1.583888889,29.724722222,171,NORTH,GAKENKE,KIVURUGA,RUGIMBU,RURAMBO,E.P JOMBA,Primary,Ministry of education,2015
-1.594916666,29.750361111,172,NORTH,GAKENKE,KIVURUGA,GASIZA,BUSHOKA,E.P BUSHOKA,Primary,Ministry of education,2015
-1.618138889,29.767388889,173,NORTH,GAKENKE,KIVURUGA,RUHINGA,RUGESHI,E.P BURANGA,Primary,Ministry of education,2015
-1.611222223,29.750444444,174,NORTH,GAKENKE,KIVURUGA,CYINTARE,NYARUBUYE,E.P CYINTARE,Primary,Ministry of education,2015
-1.757777778,29.867583333,175,NORTH,GAKENKE,RUSHASHI,RWANKUBA,GIHETA,E.P RWANKUBA,Primary,Ministry of education,2015
-1.687055555,29.709722222,176,NORTH,GAKENKE,MUZO,RWA,GIHORORO,E.P RWA,Primary,Ministry of education,2015
-1.721416667,29.68025,177,NORTH,GAKENKE,MUZO,KABATEZI,GITABI,E.P GITABI,Primary,Ministry of education,2015
-1.732361111,29.709944444,178,NORTH,GAKENKE,MUZO,MWIYANDO,KAGANO,E.P KIRIBA,Primary,Ministry of education,2015
-1.696638889,29.700888889,179,NORTH,GAKENKE,MUZO,RWA,KABERE,E.P GIKO,Primary,Ministry of education,2015
-1.685527778,29.7385,180,NORTH,GAKENKE,MUZO,KIRYAMO,RUGARAMA,E.P KIRYAMO,Primary,Ministry of education,2015
-1.699972222,29.74975,181,NORTH,GAKENKE,MUZO,KIRYAMO,AKAMAGAJU,E.P GAHONDO,Primary,Ministry of education,2015
-1.599111111,29.668916667,182,NORTH,GAKENKE,RUSASA,RUREMBO,NYAKABUNGO,E.P RUREMBO PEP  II,Primary,Ministry of education,2015
-1.57125,29.708416667,183,NORTH,GAKENKE,CYABINGO,MUHAZA,MUHAZA,E.P MUHAZA,Primary,Ministry of education,2015
-1.667444444,29.749222222,184,NORTH,GAKENKE,JANJA,KARUKUNGU,KARAMA,KARAMA,Primary,Ministry of education,2015
-1.643777778,29.679666667,185,NORTH,GAKENKE,JANJA,GAKINDO,BUKERERA,GAKENKE ADVENTISTE,Primary,Ministry of education,2015
-1.763916667,29.813055555,186,NORTH,GAKENKE,COKO,NYANZA,KAVUMU,E.P COKO,Primary,Ministry of education,2015
-1.748555556,29.819833334,187,NORTH,GAKENKE,COKO,KIRUKU,KIRUKU,E.P MUCUMAZO,Primary,Ministry of education,2015
-1.751111111,29.84225,188,NORTH,GAKENKE,COKO,KIRUKU,BUHULI,E.P MUBUGA I,Primary,Ministry of education,2015
-1.626666667,29.683611111,189,NORTH,GAKENKE,BUSENGO,BIRAMBO,NYARUBANDE,CYIBUMBA,Primary,Ministry of education,2015
-1.671805556,29.763666666,190,NORTH,GAKENKE,GAKENKE,Nganzo, ,Giramahoro,Primary,Ministry of education,2015
-1.742,29.739166667,191,NORTH,GAKENKE,MATABA,GIKOMBE,MUYAGA,E.P MUYAGA,Primary,Ministry of education,2015
-1.775333333,29.840833333,192,NORTH,GAKENKE,RULI,BUSORO,KABARE,EAR NKOTO,Pre-Primary,Ministry of education,2015
-1.784888889,29.880777777,193,NORTH,GAKENKE,MUHONDO,MUSENYI,MUSENYI,E.M MUSENYI,Pre-Primary,Ministry of education,2015
