LAT,LONG,OBJECTID,PROVINCE,DISTRICT,SECTOR,CELL,VILLAGE,NAME,TYPE,SOURCE,CAPTURE
-1.910638889,29.655666667,1796,WEST,NGORORERO,MUHORORO,RUSORORO,GAPFURA,C.S RUBOKO,Primary,Ministry of education,2015
-1.932611111,29.649833334,1797,WEST,NGORORERO,GATUMBA,CYOME,RUVUMU,E.P KIRWA,Primary,Ministry of education,2015
-1.955083334,29.629277778,1798,WEST,NGORORERO,GATUMBA,RUHANGA,KABEZA,E.P KIRENGO,Primary,Ministry of education,2015
-1.939305555,29.629944444,1799,WEST,NGORORERO,GATUMBA,RUSUMO,RUSUMO,KIBIRIRA CHLDREN'S CENTER,Primary,Ministry of education,2015
-1.935944445,29.639305556,1800,WEST,NGORORERO,GATUMBA,KAMASIGA,NYENYERI,E.P MIDUHA,Primary,Ministry of education,2015
-1.750805556,29.590055555,1801,WEST,NGORORERO,MATYAZO,RUTARE,RUHURURA,G.S KUNTURO,Primary,Ministry of education,2015
-1.735222222,29.648694445,1802,WEST,NGORORERO,MATYAZO,BINANA,NYAGISOZI,C.S KASEKE,Primary,Ministry of education,2015
-1.757055555,29.659222222,1803,WEST,NGORORERO,MATYAZO,MATARE,NYENYERI,C.S GATIKABISI,Primary,Ministry of education,2015
-1.762666666,29.647638888,1804,WEST,NGORORERO,MATYAZO,MATARE,KAMASORORO,G.S GASHONYI,Primary,Ministry of education,2015
-1.851638889,29.52975,1805,WEST,NGORORERO,KAVUMU,TETERO,KASUMO,C.S KASUMO,Primary,Ministry of education,2015
-1.878083333,29.508916666,1806,WEST,NGORORERO,KAVUMU,RUGESHI,CYUZI,C.S KARUNDA,Primary,Ministry of education,2015
-1.872222222,29.498361112,1807,WEST,NGORORERO,KAVUMU,TETERO,GATSIBO,C.S BUCUKA,Primary,Ministry of education,2015
-1.881138889,29.479138889,1808,WEST,NGORORERO,KAVUMU,RUGESHI,MWIYANIKE,C.S MUTAKE,Primary,Ministry of education,2015
-1.851055555,29.552222222,1809,WEST,NGORORERO,KAVUMU,NYAMUGEYO,KARAMBO,C.S KARAMBO,Primary,Ministry of education,2015
-1.84,29.565222222,1810,WEST,NGORORERO,KAVUMU,MURINNZI,NYARAMBA,C.S NYAMBERAMO,Primary,Ministry of education,2015
-1.749277777,29.542888888,1811,WEST,NGORORERO,KABAYA,GASEKE,MBANDARI,C.S MBANDARI,Primary,Ministry of education,2015
-1.777361111,29.576361111,1812,WEST,NGORORERO,KABAYA,NGOMA,NGITUMBA,C.S NYAMUGEYO,Primary,Ministry of education,2015
-1.758638888,29.52275,1813,WEST,NGORORERO,KABAYA,NGOMA,GISEBEYA,C.S GISEBEYA,Primary,Ministry of education,2015
-1.769083333,29.552027778,1814,WEST,NGORORERO,KABAYA,GASEKE,NYAMWERU,C.S MUBUGU,Primary,Ministry of education,2015
-1.783944445,29.524027778,1815,WEST,NGORORERO,KABAYA,NYENYERI,BUKONDE,C.S BUKONDE,Primary,Ministry of education,2015
-1.798277778,29.5515,1816,WEST,NGORORERO,KABAYA,KABAYA,BUTARE,C.S MWENDO,Primary,Ministry of education,2015
-1.841805555,29.490416667,1817,WEST,NGORORERO,MUHANDA,RUTAGARA,RUKONDO,E.P BIHANDAGARA,Primary,Ministry of education,2015
-1.836583333,29.511138889,1818,WEST,NGORORERO,MUHANDA,NGOMA,NKENDURE,MAGABA PRIMARY SCHOOL,Primary,Ministry of education,2015
-1.784111112,29.502611111,1819,WEST,NGORORERO,MUHANDA,MASHYA,RUBAYA,C.S KABAYENGO,Primary,Ministry of education,2015
-1.79575,29.516138889,1820,WEST,NGORORERO,MUHANDA,MASHYA,BYEREZO,C.S BUKUNZI,Primary,Ministry of education,2015
-1.804861111,29.523222222,1821,WEST,NGORORERO,MUHANDA,NGANZO,MISEMBURO,E.P MUHANDA,Primary,Ministry of education,2015
-1.93675,29.580361111,1822,WEST,RUTSIRO,RUSEBEYA,MBELI,MARIMBA,E.P Mbeli,Primary,Ministry of education,2015
-1.876861111,29.617222222,1823,WEST,NGORORERO,NGORORERO,KAZABE,BUTEZI,C.S BUTEZI,Primary,Ministry of education,2015
-1.846444444,29.584972222,1824,WEST,NGORORERO,NGORORERO,RUSUSA,CYUMBA,C.S CYUMBA,Primary,Ministry of education,2015
-1.794111111,29.654472222,1825,WEST,NGORORERO,NGORORERO,KASEKE,GATARE,C.S KIZIGURO C,Primary,Ministry of education,2015
-1.823,29.649916667,1826,WEST,NGORORERO,NGORORERO,MUGANO,MANA,S.C MPARA,Primary,Ministry of education,2015
-1.824722223,29.659833333,1827,WEST,NGORORERO,NGORORERO,MUGANO,NYABISINDU,S.C NGANZO,Primary,Ministry of education,2015
-1.837055556,29.644555555,1828,WEST,NGORORERO,NGORORERO,NYANGE,NYANGE,S.C NYANGE,Primary,Ministry of education,2015
-1.863333334,29.658583333,1829,WEST,NGORORERO,NGORORERO,TORERO,NYAMIYAGA,G.S RUHUNGA P,Primary,Ministry of education,2015
-1.838305556,29.659527778,1830,WEST,NGORORERO,NGORORERO,NYANGE,TURAMIGINA,C.S TURAMIGINA,Primary,Ministry of education,2015
-1.919972222,29.611111111,1831,WEST,NGORORERO,BWIRA,RUHINDAGE,MWIHA,C.S RUHINDAGE,Primary,Ministry of education,2015
-1.943277778,29.598694444,1832,WEST,NGORORERO,BWIRA,BUNGWE,KIRWA,C.S.GITARAMA,Primary,Ministry of education,2015
-1.934694444,29.568444445,1833,WEST,NGORORERO,BWIRA,BUNGWE,GASURA,C.S GASURA,Primary,Ministry of education,2015
-1.962555556,29.559972222,1834,WEST,NGORORERO,BWIRA,KABARONDO,MUKINGI,C.S MUKINGI,Primary,Ministry of education,2015
-1.977138889,29.550166666,1835,WEST,NGORORERO,BWIRA,GASHUBI,RUKERI,G.S BWIRA,Primary,Ministry of education,2015
-1.870611111,29.559666667,1836,WEST,NGORORERO,KAGEYO,MUKORE,GASEKE,ES KAMASHI,Secondary,Ministry of education,2015
-1.875888889,29.537,1837,WEST,NGORORERO,KAGEYO,MURAMBA,RURAMBO,COLLEGE AMIZERO,Secondary,Ministry of education,2015
-1.875194444,29.540138889,1838,WEST,NGORORERO,KAGEYO,MURAMBA,RURAMBO,ESECOR,Secondary,Ministry of education,2015
-2.05875,29.603972222,1839,WEST,NGORORERO,NYANGE,GASEKE,BIRAMBO,ECOLE AGRI-VETERNAIRE DE KIVUMU,Secondary,Ministry of education,2015
-2.061638888,29.591527778,1840,WEST,NGORORERO,NYANGE,GASEKE,NGOBAGOBA,ECOLE SECONDAIRE NYANGE,Secondary,Ministry of education,2015
-1.768388889,29.615833333,1841,WEST,NGORORERO,HINDIRO,GATEGA,KABENGE,LUANGA CHARLES,Secondary,Ministry of education,2015
-1.776222222,29.612611111,1842,WEST,NGORORERO,HINDIRO,GATEGA,HURIRO,ESCOM RUCANO,Secondary,Ministry of education,2015
-1.780666667,29.667694445,1843,WEST,NGORORERO,NGORORERO,KASEKE,NYABISINDU,S.C KIZIGURO P,Secondary,Ministry of education,2015
-1.8615,29.646833333,1844,WEST,NGORORERO,NGORORERO,TORERO,NYAKARIBA,G.S RUHUNGA C,Secondary,Ministry of education,2015
-1.838416667,29.631277778,1845,WEST,NGORORERO,NGORORERO,RUSUSA,RUSUSA,G.S RUSUSA,Secondary,Ministry of education,2015
-1.836666666,29.630444444,1846,WEST,NGORORERO,NGORORERO,RUSUSA,RUSUSA,ASPADE,Secondary,Ministry of education,2015
-1.8365,29.645166667,1847,WEST,NGORORERO,NGORORERO,NYANGE,NYANGE,COLLEGE APEJERWA NYANGE,Secondary,Ministry of education,2015
-1.938388889,29.627305555,1848,WEST,NGORORERO,GATUMBA,RUSUMO,RUSUMO,ECOLE SECODAIRE MUHORORO,Secondary,Ministry of education,2015
-1.94275,29.631472222,1849,WEST,NGORORERO,GATUMBA,RUHANGA,KAMINA,COLLLEGE ADEC RUHANGA,Secondary,Ministry of education,2015
-1.925416666,29.653972222,1850,WEST,NGORORERO,GATUMBA,CYOME,BIRAMBO,ETO GATUMBA,Secondary,Ministry of education,2015
-1.764222222,29.616777778,1851,WEST,NGORORERO,MATYAZO,GITEGA,BARAMA,C. I C MURAMBA,Secondary,Ministry of education,2015
-1.765138889,29.613416666,1852,WEST,NGORORERO,MATYAZO,GITEGA,GATAKA,ISMG MURAMBA,Secondary,Ministry of education,2015
-1.85925,29.51225,1853,WEST,NGORORERO,KAVUMU,TETERO,BERESHI,G.S BAYI,Secondary,Ministry of education,2015
-1.832888889,29.580194444,1854,WEST,NGORORERO,KAVUMU,GITWA,KARAMBI,G.S GITWA,Secondary,Ministry of education,2015
-1.828,29.546583334,1855,WEST,NGORORERO,KAVUMU,BIREMBO,BUHUMA,G.S KAVUMU A,Secondary,Ministry of education,2015
-1.868166667,29.536972222,1856,WEST,NGORORERO,KAVUMU,NYAMUGEYO,MURIMBA,E.S KAVUMU,Secondary,Ministry of education,2015
-1.853472222,29.612833333,1857,WEST,NGORORERO,KAGEYO,NYAMATA,BERESHI,GS RULIMBA,Pre-Primary,Ministry of education,2015
-1.887,29.596805555,1858,WEST,NGORORERO,KAGEYO,MUKORE,RUSENYI,GS KAMASHI,Secondary,Ministry of education,2015
-2.032333334,29.620722222,1859,WEST,NGORORERO,NYANZA,BAMBIRO,GAKOMA-NYARUSHUBI,GS KIGALI,Secondary,Ministry of education,2015
-2.035777778,29.568611111,1860,WEST,NGORORERO,NYANGE,VUGANYANA,NYAGATAMA,GS VUGANYANA,Secondary,Ministry of education,2015
-2.037277778,29.599805556,1861,WEST,NGORORERO,NYANGE,NSIBO,VUNGU,GS VUNGA,Secondary,Ministry of education,2015
-1.812083333,29.616444444,1862,WEST,NGORORERO,HINDIRO,GATARE,MUHORORO,GS ST J.BOSCO,Secondary,Ministry of education,2015
-1.810083334,29.570972222,1863,WEST,NGORORERO,HINDIRO,KAJINGE,BWOGA,GS KAJINGE,Secondary,Ministry of education,2015
-2.011333333,29.575055556,1864,WEST,NGORORERO,NDARO,KIBANDA,KIMIREHE,G.S KIBANDA,Secondary,Ministry of education,2015
-1.959944444,29.580972223,1865,WEST,NGORORERO,NDARO,KINYOVI,RUSEBEYA,G.S RUSEBEYA,Secondary,Ministry of education,2015
-1.939361112,29.524666667,1866,WEST,NGORORERO,SOVU,KAGANO,KARAMBO,G.S NYARWUMBA,Secondary,Ministry of education,2015
-1.899083333,29.534555555,1867,WEST,NGORORERO,SOVU,BIREMBO,MAHEMBE,G.S MAHEMBE,Secondary,Ministry of education,2015
-1.938333333,29.551277778,1868,WEST,NGORORERO,SOVU,KANYANA,MUGOBATI,G.S MUGEGA,Secondary,Ministry of education,2015
-1.890861112,29.638888889,1869,WEST,NGORORERO,MUHORORO,MYIHA,KABYINIRO,G.S KABYINIRO,Secondary,Ministry of education,2015
-1.899472222,29.622583334,1870,WEST,NGORORERO,MUHORORO,RUGOGWE,KIBINGO,G.S KANOGO,Secondary,Ministry of education,2015
-1.936583333,29.631666666,1871,WEST,NGORORERO,GATUMBA,RUSUMO,MATABA,G.S MUHORORO,Secondary,Ministry of education,2015
-1.960611111,29.619,1872,WEST,NGORORERO,GATUMBA,KARAMBO,GAHINGA,G.S NGURUGUNZU,Secondary,Ministry of education,2015
-1.963305555,29.655722222,1873,WEST,NGORORERO,GATUMBA,GATSIBO,GATWA,G.S RUBONA,Secondary,Ministry of education,2015
-1.754972222,29.638305555,1874,WEST,NGORORERO,MATYAZO,BINANA,KABUYE,G.S KAVUMU B,Secondary,Ministry of education,2015
-1.788416667,29.631222222,1875,WEST,NGORORERO,MATYAZO,RWAMIKO,RWAMIKO,G.S MUNINI,Secondary,Ministry of education,2015
-1.763805556,29.615055555,1876,WEST,NGORORERO,MATYAZO,GITEGA,GATAKA,G.S MURAMBA B,Secondary,Ministry of education,2015
-1.749333333,29.542555555,1877,WEST,NGORORERO,KABAYA,BUSUNZU,KINYAMIYAGA,G.S KINANIRA,Secondary,Ministry of education,2015
-1.7515,29.561916667,1878,WEST,NGORORERO,KABAYA,GASEKE,MITABA,G.S KAGESHI,Secondary,Ministry of education,2015
-1.766555555,29.547722222,1879,WEST,NGORORERO,KABAYA,KABAYA,BITARE,G.S IBUKA,Secondary,Ministry of education,2015
-1.760916666,29.584861111,1880,WEST,NGORORERO,KABAYA,KABAYA,BITARE,G. S KABAYA,Secondary,Ministry of education,2015
-1.817694444,29.50675,1881,WEST,NGORORERO,MUHANDA,GASIZA,GASIZA,G.S RWIRI,Secondary,Ministry of education,2015
-1.796083333,29.48625,1882,WEST,NGORORERO,MUHANDA,BUGARURA,GATOMVU,G.S RUNAYU,Secondary,Ministry of education,2015
-1.931416667,29.5805,1883,WEST,NGORORERO,BWIRA,BWIRA,NKURI,G.S BUNGWE,Secondary,Ministry of education,2015
-1.590194445,29.559722222,1884,WEST,NYABIHU,KINTOBO,NYAMUGALI,KARIYERI,E.P GATOVU,Primary,Ministry of education,2015
-1.578361111,29.546916667,1885,WEST,NYABIHU,KINTOBO,NYAMUGALI,KABAGUNDU,E.P KINIGI,Primary,Ministry of education,2015
-1.6355,29.553,1886,WEST,NYABIHU,KINTOBO,RYINYO,KADATERURWA,E.P RYINYO,Primary,Ministry of education,2015
-1.612083334,29.578194445,1887,WEST,NYABIHU,KINTOBO,NYAGISOZI,NYASHUNDURA,MBURABUTURO (SATELLITE DE GATOVU),Primary,Ministry of education,2015
-1.628944444,29.484777778,1888,WEST,NYABIHU,KARAGO,CYAMABUYE,NANGA,C.S CYAMABUYE,Primary,Ministry of education,2015
-1.625361111,29.503666666,1889,WEST,NYABIHU,KARAGO,CYAMABUYE,KINYANJA,C.S KINYANJA,Primary,Ministry of education,2015
-1.643472222,29.462805556,1890,WEST,NYABIHU,KARAGO,BUSORO,GASASA,C.S GASASA,Primary,Ministry of education,2015
-1.6025,29.522305556,1891,WEST,NYABIHU,MUKAMIRA,RUBAYA,KABURENDE,RUKOMA,Primary,Ministry of education,2015
-1.610555556,29.532055555,1892,WEST,NYABIHU,MUKAMIRA,RUKOMA,GITETE,GATARE,Primary,Ministry of education,2015
-1.649527778,29.618833333,1893,WEST,NYABIHU,RUGERA,NYAGAHONDO,GITOTSI,GITOTSI,Primary,Ministry of education,2015
-1.627138889,29.615277778,1894,WEST,NYABIHU,RUGERA,MARANGARA,NYAGASOZI,C.S MARANGARA,Primary,Ministry of education,2015
-1.615333333,29.620972222,1895,WEST,NYABIHU,RUGERA,GAKORO,KINTORE,C.S MUKIRANGWE,Primary,Ministry of education,2015
-1.638833333,29.614444444,1896,WEST,NYABIHU,RUGERA,TYAZO,NYAKIRIBA,C.S RUGERA,Primary,Ministry of education,2015
-1.591027778,29.621638889,1897,WEST,NYABIHU,RUGERA,RUREMBO,GAHAMA,CS RUREMBO I,Primary,Ministry of education,2015
-1.668361111,29.445222222,1898,WEST,NYABIHU,BIGOGWE,MUHE,BIHANGARA,BIHANGARA,Primary,Ministry of education,2015
-1.665861111,29.479416666,1899,WEST,NYABIHU,RAMBURA,MUTAHO,KIRAZA,E.P MUTAHO,Primary,Ministry of education,2015
-1.681361111,29.46775,1900,WEST,NYABIHU,RAMBURA,MUTAHO,NYIRAGIKOKORA,E.P NYIRAGIKOKORA,Primary,Ministry of education,2015
-1.672666667,29.492805556,1901,WEST,NYABIHU,RAMBURA,RUGAMBA,KIBUMBIRO,E.P RUGAMBA,Primary,Ministry of education,2015
-1.668527778,29.528444445,1902,WEST,NYABIHU,RAMBURA,GURIRO,RUSOGO,E.P NTARAMA,Primary,Ministry of education,2015
-1.694916666,29.543944445,1903,WEST,NYABIHU,RAMBURA,BIREMBO,RUGARAMBIRO,E.P CYUGI,Primary,Ministry of education,2015
-1.6915,29.524138889,1904,WEST,NYABIHU,RAMBURA,BIREMBO,BIREMBO,E.P BIREMBO,Primary,Ministry of education,2015
-1.685416666,29.502472222,1905,WEST,NYABIHU,RAMBURA,KIBISABO,RWENZO,E.P KINIHIRA,Primary,Ministry of education,2015
-1.620277777,29.464388889,1906,WEST,NYABIHU,JENDA,BUKINANYANA,BUKINANYANA,C.S BUKINANYANA ADEPR,Primary,Ministry of education,2015
-1.553166667,29.392194445,1907,WEST,NYABIHU,KABATWA,MYUGA,BUTAKA,C.S BUTAKA,Primary,Ministry of education,2015
-1.580694445,29.437222222,1908,WEST,NYABIHU,KABATWA,GIHORWE,KINYABAGBA,C.S GIHORWE,Primary,Ministry of education,2015
-1.640388889,29.563472222,1909,WEST,NYABIHU,RUREMBO,GAHONDO,RWAMIGEGA,C.S GAHONDO,Primary,Ministry of education,2015
-1.667694444,29.571444444,1910,WEST,NYABIHU,RUREMBO,MURAMBI,KARAMBI,C.S KARAMBI,Primary,Ministry of education,2015
-1.624277778,29.58825,1911,WEST,NYABIHU,RUREMBO,GAHONDO,MURUNGU,C.S MURUNGU,Primary,Ministry of education,2015
-1.670805556,29.555472223,1912,WEST,NYABIHU,RUREMBO,KIRIMBOGO,GASENYI,C.S RUGARAMBIRO,Primary,Ministry of education,2015
-1.678638889,29.56675,1913,WEST,NYABIHU,RUREMBO,RWAZA,MUHUNGWE,C.S MUHUNGWE,Primary,Ministry of education,2015
-1.663972222,29.598444444,1914,WEST,NYABIHU,RUREMBO,MWANA,NYAGAHANGARA,C.S NYAGAHANGARA,Primary,Ministry of education,2015
-1.668666667,29.590166667,1915,WEST,NYABIHU,RUREMBO,MWANA,NEMBA,C.S KAZENZO,Primary,Ministry of education,2015
-1.731805555,29.48425,1916,WEST,NYABIHU,MULINGA,MULINGA,GAKAMBA,E.P GATINDORI,Primary,Ministry of education,2015
-1.712111111,29.533083333,1917,WEST,NYABIHU,MULINGA,MWIYANIKE,RYANYIRANDABA,E.P MWIYANIKE,Primary,Ministry of education,2015
-1.711972222,29.512194444,1918,WEST,NYABIHU,MULINGA,RWANTOBO,MUSENYI,"E,P RWANTOBO",Primary,Ministry of education,2015
-1.692638889,29.634416667,1919,WEST,NYABIHU,SHYIRA,MPINGA,GACURABWENGE,E.P GACURABWENGE,Primary,Ministry of education,2015
-1.691121568,29.597850504,1920,WEST,NYABIHU,SHYIRA,MUTANDA,KIDANDARI,EP NKERIMA PROTESTANT,Primary,Ministry of education,2015
-1.706138889,29.599555555,1921,WEST,NYABIHU,SHYIRA,SHAKI,KIRWA,E.P NKERIMA CATHOLIQUE,Primary,Ministry of education,2015
-1.722944444,29.625777778,1922,WEST,NYABIHU,SHYIRA,KINTARULE,REMERA,E.P KABURAMBA,Primary,Ministry of education,2015
-1.649694444,29.488277778,1923,WEST,NYABIHU,KARAGO,BUSORO,RUHIGIRO,EP RUHIGIRO,Primary,Ministry of education,2015
-1.648833334,29.519166667,1924,WEST,NYABIHU,KARAGO,KADAHENDA,NYABURARO,EP NYABURARO,Primary,Ministry of education,2015
-1.595841188,29.563111867,1925,WEST,NYABIHU,KINTOBO,GATOVU,GATOVU CENTRE,E.L GATOVU,Secondary,Ministry of education,2015
-1.590777778,29.531305555,1926,WEST,NYABIHU,MUKAMIRA,RURENGERI,RWANKERI,G.S RWANKERI,Secondary,Ministry of education,2015
-1.598333333,29.542083333,1927,WEST,NYABIHU,MUKAMIRA,RUBAYA,GASHONERO,G.S NANGA,Secondary,Ministry of education,2015
-1.588027778,29.524027778,1928,WEST,NYABIHU,MUKAMIRA,RURENGERI,RWANKERI,COLLEGE APARPE,Secondary,Ministry of education,2015
-1.586694444,29.533027778,1929,WEST,NYABIHU,MUKAMIRA,RURENGERI,RWANKERI,COLLEGE ADVENTISTE RWANKERI,Secondary,Ministry of education,2015
-1.610694444,29.503277777,1930,WEST,NYABIHU,MUKAMIRA,RUGESHI,KAZUBA,G.S MUKAMIRA,Secondary,Ministry of education,2015
-1.621916667,29.421722222,1931,WEST,NYABIHU,BIGOGWE,KIJOTE,KAZUBA,EAV BIGOGWE,Secondary,Ministry of education,2015
-1.699611111,29.50425,1932,WEST,NYABIHU,RAMBURA,KIBISABO,KABEZA,EAVFO KIBISABO,Secondary,Ministry of education,2015
-1.684611111,29.520527778,1933,WEST,NYABIHU,RAMBURA,NYUNDO,GASIZA,G.S KIBIHEKANE,Secondary,Ministry of education,2015
-1.682138888,29.525694444,1934,WEST,NYABIHU,RAMBURA,NYUNDO,NAMA,G.S RAMBURA,Secondary,Ministry of education,2015
-1.678666666,29.520083334,1935,WEST,NYABIHU,RAMBURA,NYUNDO,NAMA,G.S RAMBURA (F),Secondary,Ministry of education,2015
-1.621416667,29.460722222,1936,WEST,NYABIHU,JENDA,BUKINANYANA,BUKINANYANA,APPERELL BUKINANYANA,Secondary,Ministry of education,2015
-1.558361111,29.395416667,1937,WEST,NYABIHU,KABATWA,MYUGA,BUTAKA,COLLEGE EVANGELIQUE DE BUTAKA,Secondary,Ministry of education,2015
-1.687138889,29.62625,1938,WEST,NYABIHU,SHYIRA,CYIMANZOVU,MUGWATO,G.S ST. TRINITE BIHEMBE,Secondary,Ministry of education,2015
-1.678472222,29.63125,1939,WEST,NYABIHU,SHYIRA,MPINGA,KAGONGO,G.S SHYIRA,Secondary,Ministry of education,2015
-1.7075,29.596611111,1940,WEST,NYABIHU,SHYIRA,SHAKI,KIYOVU,AMITIE JOMBA,Secondary,Ministry of education,2015
-1.643555556,29.507888889,1941,WEST,NYABIHU,KARAGO,KADAHENDA,NKOMANE,G.S GIHIRA,Secondary,Ministry of education,2015
-1.616861111,29.558444444,1942,WEST,NYABIHU,KINTOBO,KINTOBO,GASYO,G.S KINTOBO,Secondary,Ministry of education,2015
-1.649972222,29.540194444,1943,WEST,NYABIHU,KARAGO,GATAGARA,BIKERERI,G.S GATAGARA,Secondary,Ministry of education,2015
-1.627722223,29.632777777,1944,WEST,NYABIHU,RUGERA,GAKORO,NYAKIGEZI,G.S GAKORO,Secondary,Ministry of education,2015
-1.6035,29.60625,1945,WEST,NYABIHU,RUGERA,RUREMBO,BUKANGO,G.S MURAMA,Secondary,Ministry of education,2015
-1.666055555,29.625111111,1946,WEST,NYABIHU,RUGERA,NYAGAHONDO,NGANZO,G.S NGANZO,Secondary,Ministry of education,2015
-1.666444444,29.458944445,1947,WEST,NYABIHU,RAMBURA,MUTAHO,RUTAZIGURWA,G.S RUTAZIGURWA,Secondary,Ministry of education,2015
-1.678638889,29.522222222,1948,WEST,NYABIHU,RAMBURA,NYUNDO,NAMA,G.S ST. RAPHAEL RAMBURA,Secondary,Ministry of education,2015
-1.550555556,29.393222222,1949,WEST,NYABIHU,KABATWA,MYUGA,AKIMITONI,G.S AKIMITONI,Secondary,Ministry of education,2015
-1.573666667,29.422888889,1950,WEST,NYABIHU,KABATWA,GIHORWE,KAMINUZA,G.S KABATWA,Secondary,Ministry of education,2015
-1.663222222,29.611472222,1951,WEST,NYABIHU,RUREMBO,GITEGA,CYANIKA,G.S CYANIKA,Secondary,Ministry of education,2015
-1.65325,29.5755,1952,WEST,NYABIHU,RUREMBO,MURAMBI,BUGESHI,G.S SAINT PAUL RUREMBO,Secondary,Ministry of education,2015
-1.707277778,29.549583334,1953,WEST,NYABIHU,MULINGA,MWIYANIKE,GITEBE,G.S ST. AGNES GITEBE,Secondary,Ministry of education,2015
-1.712,29.510944445,1954,WEST,NYABIHU,MULINGA,MULINGA,RURAMBO,G.S ST. MARTIN MULINGA,Secondary,Ministry of education,2015
-1.703166667,29.633361111,1955,WEST,NYABIHU,SHYIRA,KANYAMITANA,KAZIRANKARA,G.S VUNGA,Secondary,Ministry of education,2015
-1.622,29.42625,1956,WEST,NYABIHU,BIGOGWE,KIJOTE,KIJOTE,KIJOTE,Primary,Ministry of education,2015
-1.739444445,29.611388889,1957,WEST,NYABIHU,JOMBA,GASIZA,NYUNDO,RUBONA,Primary,Ministry of education,2015
-1.704638889,29.569611111,1958,WEST,NYABIHU,JOMBA,NYAMITANZI,NYAMITANZI,C.S NYAMITANZI,Primary,Ministry of education,2015
-1.72625,29.616222222,1959,WEST,NYABIHU,JOMBA,KAVUMU,KAVUMU,E.P JOMBA(S/BRANCH KAVUMU),Primary,Ministry of education,2015
-1.737583333,29.587166667,1960,WEST,NYABIHU,JOMBA,GASIZA,KANAMA,S.C CYUMBA,Primary,Ministry of education,2015
-1.727194444,29.529944444,1961,WEST,NYABIHU,MULINGA,GISIZI,MUNINI,G.S RUBARE,Secondary,Ministry of education,2015
-1.742222222,29.544583334,1962,WEST,NYABIHU,JOMBA,GASURA,GISORO,COLLEGE BAPTISTE DE KABAYA,Secondary,Ministry of education,2015
-1.711972222,29.594138889,1963,WEST,NYABIHU,JOMBA,GISIZI,GISIZI,G.S ST. PIERRE JOMBA,Secondary,Ministry of education,2015
-1.736138889,29.595722222,1964,WEST,NYABIHU,JOMBA,GASIZA,KANAMA,G.S CYUMBA,Secondary,Ministry of education,2015
-1.677296568,29.588453894,1965,WEST,NYABIHU,Shyira,Mutanda, , ,Secondary,Ministry of education,2015
-1.698074094,29.584695267,1966,WEST,NYABIHU,Shyira,Shaki, , ,Secondary,Ministry of education,2015
-1.691835116,29.609744174,1967,WEST,NYABIHU,Shyira,Kanyamitana, , ,Secondary,Ministry of education,2015
-1.489472222,30.205555556,1968,EAST,GATSIBO,NYAGIHANGA,MURAMBI,RUGOGWE,E.P RIGOGWE,Primary,Ministry of education,2015
-1.385805556,30.234194445,1969,EAST,NYAGATARE,GATUNDA,KABEZA,MUVUMBA,ESMU,Primary,Ministry of education,2015
-1.41275,30.195333333,1970,EAST,NYAGATARE,GATUNDA,RWENSHEKE,KAMATE,PS  RWENSHEKE,Primary,Ministry of education,2015
-1.35725,30.198833333,1971,EAST,NYAGATARE,KARAMA,KABUGA,KABEZA,BUSHARA PS,Primary,Ministry of education,2015
-1.430944445,30.496055556,1972,EAST,Nyagatare,KARANGAZI,NDAMA,AKAYANGE,AKAYANGE,Primary,Ministry of education,2015
-1.434722223,30.43275,1973,EAST,Nyagatare,KARANGAZI,RWENYEMERA,BWERA,NYAGASHANGA,Primary,Ministry of education,2015
-1.462861111,30.417277778,1974,EAST,Nyagatare,KARANGAZI,RUBAGABAGA,REBERO,Rubagabaga,Primary,Ministry of education,2015
-1.377138888,30.423333333,1975,EAST,Nyagatare,KARANGAZI,KAMATE,BUGARAMA,KAMATE,Primary,Ministry of education,2015
-1.404888889,30.389666666,1976,EAST,Nyagatare,KARANGAZI,RWISIRABO,KARANGAZI,KARANGAZI PARENT,Primary,Ministry of education,2015
-1.410694444,30.383333334,1977,EAST,Nyagatare,KARANGAZI,KARANGAZI,KAHI,KARANGAZI P/S,Primary,Ministry of education,2015
-1.442166667,30.396527778,1978,EAST,Nyagatare,KARANGAZI,RWENYEMERA,KIGIRAKOME,KIZIRAKOME,Primary,Ministry of education,2015
-1.365027778,30.365416667,1979,EAST,Nyagatare,KARANGAZI,MBARE,RYABEGA,RYABEGA,Primary,Ministry of education,2015
-1.485833333,30.301527778,1980,EAST,NYAGATARE,KATABAGEMA,RUBIRA,RUBIRA,E.P.RUBIRA,Primary,Ministry of education,2015
-1.444166666,30.294805555,1981,EAST,Nyagatare,KATABAGEMU,KIGARAMA,KANGUKA,RUTOMA,Primary,Ministry of education,2015
-1.397333333,30.146388889,1982,EAST,Nyagatare,KIYOMBE,Tovu,Gashuro,TOVU,Primary,Ministry of education,2015
-1.404194444,30.119583334,1983,EAST,Nyagatare,KIYOMBE,Karambo,Nkana,NKANA,Primary,Ministry of education,2015
-1.092638889,30.414777778,1984,EAST,Nyagatare,MATIMBA,Mitayayo,Mitayayo 2,MITAYAYO,Primary,Ministry of education,2015
-1.165055555,30.407916667,1985,EAST,Nyagatare,MATIMBA,Bwera,Ntoma,NTOMA,Primary,Ministry of education,2015
-1.103083333,30.4435,1986,EAST,Nyagatare,MATIMBA,Matimba,Matimba 7,Rwentanga,Primary,Ministry of education,2015
